Player,,Loan: start/end,Age,Nationality,Position,Market value,From Team,From League,From Region,From Country,From Level,To Team,To League,To Region,To Country,To Level,End of Loan Date,Fee,Transfer ID
Benoît Costil,Inside,No,36,France,Goalkeeper,"1,000,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Salernitana,"Serie A, Italy",Top,Italy,First Tier,,0,371
Berkan Kutlu,In,Start,25,Turkey,Central Midfield,"4,000,000",Galatasaray,"Süper Lig, Turkey",Asia,Turkey,First Tier,Genoa,"Serie A, Italy",Top,Italy,First Tier,,250000,372
Bernardo,In,No,28,Brazil,Centre-Back,"2,500,000",RB Salzburg,"Bundesliga, Austria",Europe,Austria,First Tier,VfL Bochum,"Bundesliga, German",Top,Germany,First Tier,,600000,373
Bertug Yildirim,In,No,21,Turkey,Centre-Forward,"2,700,000",Hatayspor,"Süper Lig, Turkey",Asia,Turkey,First Tier,Stade Rennais,"Ligue 1, France",Top,France,First Tier,,5400000,374
Beto,Inside,No,25,Portugal,Centre-Forward,"25,000,000",Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,Everton,"Premier League, England",Top,England,First Tier,,25000000,375
Bilal Boutobba,In,No,24,France,Right Winger,"2,500,000",Chamois Niort,"Championnat National, France",Europe,France,Third Tier,Clermont Foot,"Ligue 1, France",Top,France,First Tier,,0,376
Billal Brahimi,Inside,Start,23,Algeria,Left Winger,"7,000,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,0,377
Billy Sharp,Out,No,37,England,Centre-Forward,"200,000",Sheff Utd,"Premier League, England",Top,England,First Tier,Los Angeles,"Major League Soccer, US",US & Australia,US,First Tier,,0,378
Bingourou Kamara,Out,No,26,Senegal,Goalkeeper,"800,000",Montpellier,"Ligue 1, France",Top,France,First Tier,Pau FC,"Ligue 2, France",Europe,France,Second Tier,,0,379
Birger Meling,Out,No,28,Norway,Left-Back,"5,000,000",Stade Rennais,"Ligue 1, France",Top,France,First Tier,FC Copenhagen,"Superligaen, Denmark",Europe,Denmark,First Tier,,2000000,380
Bobby Thomas,Out,No,22,England,Centre-Back,"450,000",Burnley,"Premier League, England",Top,England,First Tier,Coventry,"Championship, England",Europe,England,Second Tier,,2300000,381
Bono,Out,No,32,Morocco,Goalkeeper,"12,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Al-Hilal,Saudi Pro League,Asia,Saudi Arabia,First Tier,,21000000,382
Bonota Traoré,In,No,20,France,Centre-Forward,"50,000",Toulouse B,"Championnat National 2 - Groupe A, France",Europe,France,Fourth Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,383
Borja Garcés,In,End,23,Spain,Centre-Forward,"2,200,000",CD Tenerife,"LaLiga2, Spain",Europe,Spain,Second Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,384
Borja Garcés,Out,Start,24,Spain,Centre-Forward,"2,200,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,Elche CF,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,385
Borna Sosa,Out,No,25,Croatia,Left-Back,"12,000,000",VfB Stuttgart,"Bundesliga, German",Top,Germany,First Tier,Ajax,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,8000000,386
Boubacar Traoré,Inside,End,21,Mali,Defensive Midfield,"5,000,000",Wolves,"Premier League, England",Top,England,First Tier,FC Metz,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,387
Boubacar Traoré,Inside,No,21,Mali,Defensive Midfield,"5,000,000",FC Metz,"Ligue 1, France",Top,France,First Tier,Wolves,"Premier League, England",Top,England,First Tier,,11000000,388
Boubakary Soumaré,In,Start,24,France,Defensive Midfield,"20,000,000",Leicester,"Championship, England",Europe,France,Second Tier,Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,,0,389
Boulaye Dia,Inside,End,26,Senegal,Centre-Forward,"25,000,000",Salernitana,"Serie A, Italy",Top,Italy,First Tier,Villarreal,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,390
Boulaye Dia,Inside,No,26,Senegal,Centre-Forward,"25,000,000",Villarreal,"LaLiga, Spain",Top,Spain,First Tier,Salernitana,"Serie A, Italy",Top,Italy,First Tier,,12000000,391
Bradley Barcola,Inside,No,20,France,Right Winger,"18,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,45000000,392
Bradley Locko,Inside,End,21,France,Left-Back,"2,500,000",Stade Brestois,"Ligue 1, France",Top,France,First Tier,Stade Reims,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,393
Bradley Locko,Inside,No,21,France,Left-Back,"2,500,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,Stade Brestois,"Ligue 1, France",Top,France,First Tier,,500000,394
Brahim Díaz,Inside,End,23,Spain,Attacking Midfield,"20,000,000",AC Milan,"Serie A, Italy",Top,Italy,First Tier,Real Madrid,"LaLiga, Spain",Top,Spain,First Tier,"Jun 30, 2023",0,395
Braian Cufré,In,End,27,Argentina,Left-Back,"1,500,000",New York City,"Major League Soccer, US",US & Australia,US,First Tier,RCD Mallorca,"LaLiga, Spain",Top,Spain,First Tier,"Dec 31, 2023",0,396
Braian Ojeda,In,End,23,Paraguay,Central Midfield,"3,000,000",Salt Lake,"Major League Soccer, US",US & Australia,US,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,397
Braian Ojeda,Out,No,23,Paraguay,Central Midfield,"3,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Salt Lake,"Major League Soccer, US",US & Australia,US,First Tier,,3600000,398
Branco van den Boomen,Out,No,27,Netherlands,Central Midfield,"12,000,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Ajax,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,0,399
Brandon Aguilera,In,End,20,Costa Rica,Attacking Midfield,"275,000",Estoril U23,Liga Revelação U23 Portugal,Europe,Portugal,Youth League,Nottm Forest,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,400
Brandon Soppy,Inside,Start,21,France,Right Midfield,"7,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Torino,"Serie A, Italy",Top,Italy,First Tier,,0,401
Brandon Williams,In,End,23,England,Left-Back,"7,000,000",Ipswich,"Championship, England",Europe,France,Second Tier,Man Utd,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,402
Brandon Williams,Out,Start,22,England,Left-Back,"7,000,000",Man Utd,"Premier League, England",Top,England,First Tier,Ipswich,"Championship, England",Europe,England,Second Tier,,0,403
Brayan Boci,In,No,19,Albania,Left-Back,"150,000",Genoa U19,"Primavera 1, Italy",Europe,Italy,Youth League,Genoa,"Serie A, Italy",Top,Italy,First Tier,,0,405
Brayan Boci,Out,Start,19,Albania,Left-Back,"150,000",Genoa,"Serie A, Italy",Top,Italy,First Tier,Lecco,"Serie B, Italy",Europe,Italy,Second Tier,,0,404
Brecht Dejaegere,Out,No,32,Belgium,Central Midfield,"1,200,000",Toulouse,"Ligue 1, France",Top,France,First Tier,Charlotte,"Major League Soccer, US",US & Australia,US,First Tier,,0,406
Brenden Aaronson,In,Start,22,United States,Attacking Midfield,"25,000,000",Leeds,"Championship, England",Europe,France,Second Tier,Union Berlin,"Bundesliga, German",Top,Germany,First Tier,,0,407
Brennan Johnson,Inside,No,22,Wales,Right Winger,"48,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Tottenham,"Premier League, England",Top,England,First Tier,,55000000,408
Brenner,In,No,23,Brazil,Centre-Forward,"8,000,000",Cincinnati,"Major League Soccer, US",US & Australia,US,First Tier,Udinese Calcio,"Serie A, Italy",Top,Italy,First Tier,,10000000,409
Brian Bayeye,Out,Start,23,DR Congo,Right-Back,"500,000",Torino,"Serie A, Italy",Top,Italy,First Tier,Ascoli,"Serie B, Italy",Europe,Italy,Second Tier,,0,410
Brian Oddei,Out,No,20,Ghana,Right Winger,"600,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,NK Rudes,"SuperSport HNL, Croatia",Europe,Croatia,First Tier,,?,411
Bridge Ndilu,In,End,22,France,Centre-Forward,"250,000",SO Cholet,"Championnat National, France",Europe,France,Third Tier,FC Nantes,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,412
Bridge Ndilu,Out,No,23,France,Centre-Forward,"250,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,Hesperange,"BGL Ligue, Luxembourgh",Europe,Luxembourgh,First Tier,,0,413
Bright Arrey-Mbi,In,End,20,Germany,Centre-Back,"800,000",Hannover 96,"2. Bundesliga, German",Europe,Germany,Second Tier,Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,414
Bright Arrey-Mbi,Out,No,20,Germany,Centre-Back,"800,000",Bayern Munich,"Bundesliga, German",Top,Germany,First Tier,Hannover 96,"2. Bundesliga, German",Europe,Germany,Second Tier,,0,415
Bruno Conti,Out,Start,21,Italy,Central Midfield,"75,000",Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,Monterosi,"Serie C - Girone C, Italy",Europe,Italy,Third Tier,,0,416
Bruno Jordão,In,End,24,Portugal,Central Midfield,"1,300,000",Santa Clara,Liga Portugal 2,Europe,Portugal,Second Tier,Wolves,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,417
Bryan Bonucci,Out,Start,19,Italy,Goalkeeper,"50,000",Sassuolo,"Serie A, Italy",Top,Italy,First Tier,Cjarlins Muzane,"Serie D - Girone C, Italy",Europe,Italy,Fourth Tier,,0,418
Bryan Gil,Inside,End,22,Spain,Left Winger,"15,000,000",Sevilla FC,"LaLiga, Spain",Top,Spain,First Tier,Tottenham,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,419
Bryan Reynolds,Out,No,22,United States,Right-Back,"4,000,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,KVC Westerlo,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,,3500000,420
Bryang Kayo,In,End,20,United States,Central Midfield,"200,000",Nuremberg II,"Regionalliga Bayern, German",Europe,Germany,Fourth Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,"Jun 30, 2023",0,421
Bryang Kayo,Out,No,20,United States,Central Midfield,"200,000",VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,FC Ingolstadt,"3. Liga, German",Europe,Germany,Third Tier,,0,422
Caden Clark,In,End,20,United States,Attacking Midfield,"2,000,000",Vendsyssel FF,"1.Division, Denmark",Europe,Denmark,Second Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,"Dec 31, 2023",0,423
Caden Clark,Out,Start,20,United States,Attacking Midfield,"2,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Vendsyssel FF,"1.Division, Denmark",Europe,Denmark,Second Tier,,0,425
Caden Clark,Out,No,20,United States,Attacking Midfield,"2,000,000",RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,Minnesota,"Major League Soccer, US",US & Australia,US,First Tier,,?,424
Cafú,Out,No,30,Portugal,Central Midfield,"600,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Rotherham,"Championship, England",Europe,England,Second Tier,,0,426
Caglar Söyüncü,In,No,27,Turkey,Centre-Back,"15,000,000",Leicester,"Championship, England",Europe,France,Second Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,427
Caleb Okoli,Inside,Start,22,Italy,Centre-Back,"8,000,000",Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,Frosinone,"Serie A, Italy",Top,Italy,First Tier,,0,428
Callum Hudson-Odoi,Inside,End,22,England,Left Winger,"12,000,000",B. Leverkusen,"Bundesliga, German",Top,Germany,First Tier,Chelsea,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,429
Callum Hudson-Odoi,Inside,No,22,England,Left Winger,"12,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,3500000,430
Calvin Bassey,In,No,23,Nigeria,Centre-Back,"15,000,000",Ajax,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,Fulham,"Premier League, England",Top,England,First Tier,,22500000,431
Calvin Ramsay,In,End,20,Scotland,Right-Back,"5,000,000",Preston,"Championship, England",Europe,France,Second Tier,Liverpool,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,432
Calvin Ramsay,Out,Start,19,Scotland,Right-Back,"5,000,000",Liverpool,"Premier League, England",Top,England,First Tier,Preston,"Championship, England",Europe,England,Second Tier,,0,433
Calvin Stengs,In,End,24,Netherlands,Attacking Midfield,"10,000,000",Royal Antwerp,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,OGC Nice,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,434
Calvin Stengs,Out,No,24,Netherlands,Attacking Midfield,"10,000,000",OGC Nice,"Ligue 1, France",Top,France,First Tier,Feyenoord,"Eredivisie, Netherlands",Europe,Netherlands,First Tier,,6000000,435
Cameron Archer,Inside,No,21,England,Centre-Forward,"18,000,000",Aston Villa,"Premier League, England",Top,England,First Tier,Sheff Utd,"Premier League, England",Top,England,First Tier,,21550000,436
Camilo,In,End,24,Brazil,Defensive Midfield,"1,000,000",RWDM,"Jupiler Pro League, Belgium",Europe,Belgium,First Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,437
Camilo,Out,No,24,Brazil,Defensive Midfield,"1,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Akhmat Grozny,"Premier Liga, Russia",Europe,Russia,First Tier,,800000,438
Carl Rushworth,In,End,22,England,Goalkeeper,"900,000",Swansea,"Championship, England",Europe,France,Second Tier,Brighton,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,439
Carl Rushworth,In,No,21,England,Goalkeeper,"900,000",Brighton U21,"Premier League 2, England",Europe,England,Reserve League,Brighton,"Premier League, England",Top,England,First Tier,,0,441
Carl Rushworth,Out,Start,22,England,Goalkeeper,"900,000",Brighton,"Premier League, England",Top,England,First Tier,Swansea,"Championship, England",Europe,England,Second Tier,,0,440
Carl Starfelt,In,No,28,Sweden,Centre-Back,"6,500,000",Celtic,Scottish Premiership,Europe,Scotland,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,5000000,442
Carles Pérez,Inside,End,25,Spain,Right Winger,"5,000,000",Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,AS Roma,"Serie A, Italy",Top,Italy,First Tier,"Jun 30, 2023",0,443
Carles Pérez,Inside,No,25,Spain,Right Winger,"5,000,000",AS Roma,"Serie A, Italy",Top,Italy,First Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,5200000,444
Carlos Augusto,Inside,Start,24,Brazil,Left Midfield,"15,000,000",Monza,"Serie A, Italy",Top,Italy,First Tier,Inter,"Serie A, Italy",Top,Italy,First Tier,,0,445
Carlos Baleba,Inside,No,19,Cameroon,Central Midfield,"20,000,000",LOSC Lille,"Ligue 1, France",Top,France,First Tier,Brighton,"Premier League, England",Top,England,First Tier,,27000000,446
Carlos Dotor,In,No,22,Spain,Central Midfield,"700,000",RM Castilla,"Primera Federación - Grupo II, Spain",Europe,Spain,Third Tier,Celta de Vigo,"LaLiga, Spain",Top,Spain,First Tier,,3000000,447
Carlos Martín,In,No,21,Spain,Centre-Forward,"500,000",Atl. Madrid B,"Primera Federación - Grupo II, Spain",Europe,Spain,Third Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,449
Carlos Martín,Out,Start,21,Spain,Centre-Forward,"500,000",Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,CD Mirandés,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,448
Carlos Mendes,Out,No,24,Spain,Right Winger,"350,000",Luton,"Premier League, England",Top,England,First Tier,Bolton,"League One, England",Europe,England,Third Tier,,?,450
Castello Lukeba,Inside,No,20,France,Centre-Back,"25,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,RB Leipzig,"Bundesliga, German",Top,Germany,First Tier,,30000000,451
Cédric Soares,Inside,End,31,Portugal,Right-Back,"3,000,000",Fulham,"Premier League, England",Top,England,First Tier,Arsenal,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,452
Cédric Zesiger,In,No,25,Switzerland,Centre-Back,"5,500,000",BSC Young Boys,"Super League, Swiss",Europe,Switzerland,First Tier,VfL Wolfsburg,"Bundesliga, German",Top,Germany,First Tier,,5000000,453
Cem Türkmen,In,End,21,Turkey,Central Midfield,"1,000,000",A. Lustenau,"Bundesliga, Austria",Europe,Austria,First Tier,Clermont Foot,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,454
Cem Türkmen,Out,No,21,Turkey,Central Midfield,"1,000,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Ankaragücü,"Süper Lig, Turkey",Asia,Turkey,First Tier,,?,455
Cengiz Ünder,Out,No,26,Turkey,Right Winger,"20,000,000",Marseille,"Ligue 1, France",Top,France,First Tier,Fenerbahce,"Süper Lig, Turkey",Asia,Turkey,First Tier,,15000000,456
Cenk Özkacar,Inside,End,22,Turkey,Centre-Back,"5,000,000",Valencia,"LaLiga, Spain",Top,Spain,First Tier,Olympique Lyon,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,457
Cenk Özkacar,Inside,No,22,Turkey,Centre-Back,"5,000,000",Olympique Lyon,"Ligue 1, France",Top,France,First Tier,Valencia,"LaLiga, Spain",Top,Spain,First Tier,,5000000,458
César Azpilicueta,Inside,No,33,Spain,Right-Back,"5,000,000",Chelsea,"Premier League, England",Top,England,First Tier,Atlético Madrid,"LaLiga, Spain",Top,Spain,First Tier,,0,459
César de la Hoz,Out,No,31,Spain,Central Midfield,"1,200,000",UD Almería,"LaLiga, Spain",Top,Spain,First Tier,Real Valladolid,"LaLiga2, Spain",Europe,Spain,Second Tier,,0,460
César Gelabert,In,No,22,Spain,Attacking Midfield,"700,000",CD Mirandés,"LaLiga2, Spain",Europe,Spain,Second Tier,Toulouse,"Ligue 1, France",Top,France,First Tier,,0,461
César Montes,In,No,26,Mexico,Centre-Back,"8,000,000",Espanyol,"LaLiga2, Spain",Europe,Spain,Second Tier,UD Almería,"LaLiga, Spain",Top,Spain,First Tier,,14000000,462
Chadi Riad,In,No,20,Morocco,Centre-Back,"500,000",Barça Atlètic,"Primera Federación - Grupo I, Spain",Europe,Spain,Third Tier,Barcelona,"LaLiga, Spain",Top,Spain,First Tier,,0,464
Chadi Riad,Inside,Start,20,Morocco,Centre-Back,"500,000",Barcelona,"LaLiga, Spain",Top,Spain,First Tier,Real Betis,"LaLiga, Spain",Top,Spain,First Tier,,0,463
Chaka Traorè,In,No,18,Cote d'Ivoire,Left Winger,"500,000",Milan U19,"Primavera 1, Italy",Europe,Italy,Youth League,AC Milan,"Serie A, Italy",Top,Italy,First Tier,,0,465
Charles De Ketelaere,Inside,Start,22,Belgium,Attacking Midfield,"25,000,000",AC Milan,"Serie A, Italy",Top,Italy,First Tier,Atalanta BC,"Serie A, Italy",Top,Italy,First Tier,,3000000,466
Charles Traoré,Out,No,31,Mali,Left-Back,"600,000",FC Nantes,"Ligue 1, France",Top,France,First Tier,SC Bastia,"Ligue 2, France",Europe,France,Second Tier,,0,467
Charly Keita,In,End,24,France,Centre-Forward,"200,000",FC Biel-Bienne,"Promotion League, Swiss",Europe,Switzerland,Third Tier,Clermont Foot,"Ligue 1, France",Top,France,First Tier,"Jun 30, 2023",0,468
Charly Keita,Out,No,24,France,Centre-Forward,"200,000",Clermont Foot,"Ligue 1, France",Top,France,First Tier,Beerschot V.A.,"Challenger Pro League, Belgium",Europe,Belgium,Second Tier,,0,469
Charlys,In,Start,19,Brazil,Defensive Midfield,"100,000",EC Vitória U20,No league,-,-,No tier,Hellas Verona,"Serie A, Italy",Top,Italy,First Tier,,0,470
Check Oumar Diakité,Out,End,20,France,Central Midfield,"700,000",Le Havre AC,"Ligue 1, France",Top,France,First Tier,Paris FC,"Ligue 2, France",Europe,France,Second Tier,"Jun 30, 2023",0,471
Cheick Doumbia,In,No,18,France,Left-Back,"100,000",Lorient B,"Championnat National 2 - Groupe C, France",Europe,France,Fourth Tier,Le Havre AC,"Ligue 1, France",Top,France,First Tier,,?,472
Cheick Keita,Out,Start,20,France,Centre-Back,"1,500,000",Stade Reims,"Ligue 1, France",Top,France,First Tier,SC Bastia,"Ligue 2, France",Europe,France,Second Tier,,0,473
Chem Campbell,In,End,21,Wales,Attacking Midfield,"1,000,000",Charlton,"League One, England",Europe,England,Third Tier,Wolves,"Premier League, England",Top,England,First Tier,"May 31, 2024",0,474
Chem Campbell,Out,Start,20,Wales,Attacking Midfield,"1,000,000",Wolves,"Premier League, England",Top,England,First Tier,Charlton,"League One, England",Europe,England,Third Tier,,0,475
Cher Ndour,In,No,18,Italy,Central Midfield,"1,500,000",Benfica B,Liga Portugal 2,Europe,Portugal,Second Tier,Paris SG,"Ligue 1, France",Top,France,First Tier,,0,476
Chermiti,In,No,19,Portugal,Centre-Forward,"9,000,000",Sporting CP,Liga Portugal,Europe,Portugal,First Tier,Everton,"Premier League, England",Top,England,First Tier,,12500000,477
Chiedozie Ogbene,In,No,26,Ireland,Right Winger,"2,000,000",Rotherham,"Championship, England",Europe,France,Second Tier,Luton,"Premier League, England",Top,England,First Tier,,0,478
Chiquinho,In,End,23,Portugal,Left Winger,"2,000,000",Stoke City,"Championship, England",Europe,France,Second Tier,Wolves,"Premier League, England",Top,England,First Tier,"Aug 31, 2023",0,479
Chiquinho,Out,Start,23,Portugal,Left Winger,"2,000,000",Wolves,"Premier League, England",Top,England,First Tier,Famalicão,Liga Portugal,Europe,Portugal,First Tier,,0,481
Chiquinho,Out,Start,23,Portugal,Left Winger,"2,000,000",Wolves,"Premier League, England",Top,England,First Tier,Stoke City,"Championship, England",Europe,England,Second Tier,,0,480
Choco Lozano,Inside,No,30,Honduras,Centre-Forward,"2,500,000",Cádiz CF,"LaLiga, Spain",Top,Spain,First Tier,Getafe,"LaLiga, Spain",Top,Spain,First Tier,,0,482
Chris Wood,Inside,End,31,New Zealand,Centre-Forward,"8,000,000",Nottm Forest,"Premier League, England",Top,England,First Tier,Newcastle,"Premier League, England",Top,England,First Tier,"Jun 30, 2023",0,483
Chris Wood,Inside,No,31,New Zealand,Centre-Forward,"8,000,000",Newcastle,"Premier League, England",Top,England,First Tier,Nottm Forest,"Premier League, England",Top,England,First Tier,,17000000,484
